File,Y,Pred
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame740.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\13\GOPR1120.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1281\GOPR1281-frame910.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\4\GOPR1436\GOPR1436-frame240.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\10\GOPR1056\GOPR1056-frame90.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame615.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\8\GOPR1484\GOPR1484-frame610.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\1\GOPR0684\GOPR0684-frame210.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame610.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\17\GOPR1584\GOPR1584-frame425.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\20\GOPR1610\GOPR1610-frame290.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\2\GOPR0849.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame330.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\11\GOPR1078.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\6\GOPR0648\GOPR0648-frame450.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame560.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\18\GOPR1225\GOPR1225-frame360.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame160.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame780.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame380.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame890.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6299.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame100.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame260.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame155.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6222.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1643\GOPR1643-frame425.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame95.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\6\GOPR0648\GOPR0648-frame330.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0979\GOPR0979-frame220.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\2\GOPR0717.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1648\GOPR1648-frame5200.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\13\GOPR1111\GOPR1111-frame700.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame80.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\18\GOPR1595\GOPR1595-frame640.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\1\GOPR0552\GOPR0552-frame590.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0978\GOPR0978-frame320.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame1295.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\9\GOPR1031\GOPR1031-frame360.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\16\GOPR1180\GOPR1180-frame910.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\6\GOPR1465\GOPR1465-frame90.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame1170.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\14\GOPR1550\GOPR1550-frame595.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0971.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Clean\GOPR0944\GOPR0944-frame670.jpg,Clean,Clean
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\1\GOPR0691.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\1\GOPR0552\GOPR0552-frame920.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0978\GOPR0978-frame210.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\5\GOPR1455\GOPR1455-frame140.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Clean\GOPR0944\GOPR0944-frame550.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (80-100)\22\GOPR1306\GOPR1306-frame760.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame170.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\16\GOPR1180\GOPR1180-frame960.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\3\GOPR0760.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame250.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0896.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame890.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\4\GOPR1436\GOPR1436-frame150.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\15\GOPR1561\GOPR1561-frame545.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\8\GOPR1027\GOPR1027-frame390.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0979\GOPR0979-frame410.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0978\GOPR0978-frame300.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame5709.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame950.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1648\GOPR1648-frame5190.jpg,Clean,Clean
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\6\GOPR0648\GOPR0648-frame300.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\9\GOPR1498\GOPR1498-frame310.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame575.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\19\GOPR1603\GOPR1603-frame645.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1281\GOPR1281-frame510.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6261.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\12\GOPR1528\GOPR1528-frame170.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\19\GOPR1603\GOPR1603-frame655.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame110.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame5717.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\9\GOPR1031\GOPR1031-frame840.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame260.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1643\GOPR1643-frame440.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame5689.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\19\GOPR1603\GOPR1603-frame710.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\5\GOPR0946\GOPR0946-frame480.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\6\GOPR0650.JPG,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame220.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\19\GOPR1599.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\7\GOPR0995.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame690.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame30.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame850.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\18\GOPR1595\GOPR1595-frame605.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame130.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\A\GOPR1645\GOPR1645-frame5622.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\9\GOPR1498\GOPR1498-frame70.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame150.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\2\GOPR0858\GOPR0858-frame200.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame330.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame30.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\5\GOPR1455\GOPR1455-frame770.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\5\GOPR1455\GOPR1455-frame160.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\13\GOPR1111\GOPR1111-frame660.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame160.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame940.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\5\GOPR0946\GOPR0946-frame390.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame70.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\3\GOPR0867.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\12\GOPR1527\GOPR1527-frame410.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\10\GOPR1509\GOPR1509-frame360.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\17\GOPR1584\GOPR1584-frame335.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\16\GOPR1180\GOPR1180-frame20.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\18\GOPR1595\GOPR1595-frame440.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame3666.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1257\GOPR1257-frame220.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame330.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\6\GOPR1465\GOPR1465-frame410.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\18\GOPR1225\GOPR1225-frame950.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame470.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\12\GOPR1527\GOPR1527-frame320.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\22\GOPR1628\GOPR1628-frame335.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\16\GOPR1180\GOPR1180-frame530.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Clean\GOPR0582\GOPR0582-frame170.jpg,Clean,Clean
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\2\GOPR0569.JPG,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\1\GOPR0552\GOPR0552-frame250.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame425.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\15\GOPR1561\GOPR1561-frame515.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame860.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1643\GOPR1643-frame700.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\14\GOPR1133\GOPR1133-frame130.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\17\GOPR1584\GOPR1584-frame345.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\12\GOPR1527\GOPR1527-frame180.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame220.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame150.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6213.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1281\GOPR1281-frame200.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame60.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame660.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame10.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame280.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1382.JPG,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\8\GOPR1484\GOPR1484-frame170.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame40.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\11\GOPR1077\GOPR1077-frame620.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame170.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (80-100)\22\GOPR1306\GOPR1306-frame870.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\20\GOPR1610\GOPR1610-frame360.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6936.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\7\GOPR1475\GOPR1475-frame390.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame170.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\17\GOPR1215.JPG,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame30.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\11\GOPR1077\GOPR1077-frame180.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\15\GOPR1561\GOPR1561-frame510.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame370.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame750.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6242.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\15\GOPR1561\GOPR1561-frame190.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\7\GOPR1475\GOPR1475-frame400.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\12\GOPR1527\GOPR1527-frame140.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1281\GOPR1281-frame690.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\18\GOPR1225\GOPR1225-frame280.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\5\GOPR0946\GOPR0946-frame240.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\14\GOPR1550\GOPR1550-frame540.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\6\GOPR0648\GOPR0648-frame210.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\19\GOPR1237\GOPR1237-frame120.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame620.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\10\GOPR1509\GOPR1509-frame520.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\13\GOPR1542\GOPR1542-frame20.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\2\GOPR0842.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\22\GOPR1628\GOPR1628-frame170.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\17\GOPR1584\GOPR1584-frame305.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame590.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame5786.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (80-100)\22\GOPR1306\GOPR1306-frame900.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\7\GOPR1475\GOPR1475-frame440.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0979\GOPR0979-frame450.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1389\GOPR1389-frame50.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame620.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\18\GOPR1225\GOPR1225-frame80.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\10\GOPR1063.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\5\GOPR1455\GOPR1455-frame330.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\5\GOPR1455\GOPR1455-frame650.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\16\GOPR1571\GOPR1571-frame1300.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\6\GOPR0648\GOPR0648-frame80.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\3\GOPR0759.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\17\GOPR1202\GOPR1202-frame190.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\9\GOPR1031\GOPR1031-frame10.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame420.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1256\GOPR1256-frame70.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\6\GOPR1465\GOPR1465-frame110.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6313.jpg,Clean,Clean
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\5\GOPR0791.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Clean\GOPR0944\GOPR0944-frame260.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame7728.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\13\GOPR1111\GOPR1111-frame890.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\8\GOPR1027\GOPR1027-frame520.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\9\GOPR1037.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame390.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\8\GOPR1484\GOPR1484-frame440.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0979\GOPR0979-frame670.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\8\GOPR1027\GOPR1027-frame630.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\14\GOPR1133\GOPR1133-frame140.jpg,Dirty (20-40),Dirty (20-40)
